17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
7.1,7.3,,0.11,13000.0,,2.0
6.9,7.4,,0.05,8000.0,,2.0
6.9,7.6,,0.15,50000.0,,2.0
8.3,7.2,,0.12,30000.0,,2.0
6.6,7.3,,0.1,30000.0,,3.0
7.0,7.3,,0.21,90000.0,,3.0
6.8,7.3,,0.11,24000.0,,2.0
8.5,7.0,,0.15,8000.0,,2.0
7.0,6.9,,0.14,17000.0,,3.0
6.2,6.6,,0.43,,,3.0
7.5,6.4,,0.11,,,2.0
8.5,7.0,,0.36,,,2.0
6.9,7.2,,0.16,,,2.0
6.2,6.6,,0.43,30000.0,,3.0
7.5,6.4,,0.11,0.0,,2.0
8.5,7.0,,0.36,5000.0,,2.0
6.9,7.2,,0.16,160000.0,,2.0
7.4,6.7,,0.0,160000.0,,2.0
7.3,6.9,,0.0,14000.0,,2.0
7.0,6.6,,0.0,160000.0,,2.0
7.6,6.9,,0.0,160000.0,,2.0
7.8,6.6,,0.0,8000.0,,2.0
7.6,7.2,,0.0,5000.0,,2.0
8.4,7.2,,0.0,5000.0,,2.3
7.4,7.0,,0.0,8000.0,,3.0
6.6,7.0,,0.0,2800.0,,2.1
7.1,6.6,,0.0,22000.0,,2.0
6.7,6.5,,0.0,160000.0,,3.7
7.5,7.3,,0.0,13000.0,,2.0
7.2,7.4,,0.28,22000.0,,2.0
7.5,6.7,,0.34,17000.0,,5.6
7.7,6.5,,0.32,30000.0,,2.2
7.0,6.5,,0.29,13000.0,,2.2
7.8,,,0.71,,24196.0,2.0
7.3,,,0.46,,241960.0,2.0
7.6,,,0.85,,24196.0,2.7
7.4,,,0.48,,241960.0,2.0
7.1,,,0.58,,104624.0,2.0
7.2,,,0.62,,241960.0,5.2
8.1,6.3,,0.48,,24195.7,2.1
7.4,7.6,146.0,1.41,,24196.0,
8.3,7.2,123.0,0.37,,24196.0,
8.5,6.6,,0.95,,24196.0,3.4
7.0,7.0,,0.91,,24196.0,4.2
8.8,6.5,,0.85,,24196.0,2.0
4.9,6.4,,3.24,8000.0,,13.0
6.1,7.6,,0.88,17000.0,,3.0
6.1,7.3,,0.44,2400.0,,4.0
6.2,6.6,,0.35,13000.0,,0.0
7.0,6.9,,0.33,17000.0,,0.0
6.8,7.1,,0.44,24000.0,,3.0
7.2,6.9,,0.16,50000.0,,0.0
6.6,7.2,,0.28,13000.0,,0.0
6.9,7.2,,0.09,6000.0,,3.0
6.4,6.5,,0.1,2300.0,,0.0
5.7,7.6,,0.1,2300.0,,0.0
6.4,7.0,,0.15,2300.0,,2.0
6.1,7.3,,0.21,9000.0,,0.0
6.2,6.9,,0.44,1100.0,,0.0
6.5,6.9,,0.0,8000.0,,2.0
6.5,7.3,,0.0,17000.0,,0.0
6.1,6.9,,0.0,50.0,,0.0
6.5,6.9,,0.0,2300.0,,2.7
6.8,6.9,,0.0,8000.0,,0.0
6.9,7.0,,0.0,9000.0,,0.0
7.3,6.9,,0.0,3000.0,,2.9
6.9,6.6,,0.0,700.0,,0.0
5.5,6.7,,0.0,5000.0,,0.0
6.3,6.8,,0.0,7000.0,,2.0
6.0,7.0,,0.0,1300.0,,0.0
7.1,6.8,,0.0,0.0,,0.0
6.2,7.4,,0.18,13000.0,,2.8
7.0,7.0,,1.71,13000.0,,2.0
6.7,6.6,,0.19,160000.0,,3.5
6.2,6.6,,0.36,30000.0,,2.0
6.3,,,1.94,,24196.0,4.0
6.6,,,2.2,,24196.0,4.5
6.83,7.51,124.0,,,,
,,,,,,
7.39,7.32,95.4,,,,
6.07,7.35,198.8,,,,
7.51,7.53,83.8,,,,
8.05,7.24,94.1,,,,
7.21,7.06,155.5,,,,
6.15,7.04,156.5,,,,
,7.23,142.7,,,,
7.64,7.21,109.3,,,,
7.76,7.2,106.9,,,,
7.97,7.19,160.0,,,,
5.19,7.28,192.8,,,,
6.89,6.86,115.3,,,,
7.43,7.49,72.0,,,,
8.0,7.0,142.0,,,,
7.77,6.67,75.8,,,,
8.36,7.5,93.9,,,,
107.9,7.35,,,,,
75.2,7.61,,,,,
7.75,7.26,85.0,,,,
7.75,7.26,85.0,,,,
8.4,7.32,83.4,,,,
6.82,7.36,125.5,,,,
7.39,7.55,93.7,,,,
6.0,6.9,,0.08,2800.0,,5.0
6.8,7.1,,0.17,160000.0,,3.0
7.2,6.9,,0.11,160000.0,,3.0
6.7,6.7,,0.1,90000.0,,6.0
6.0,6.3,,0.05,160000.0,,8.0
6.7,6.0,,0.5,160000.0,,4.0
7.5,6.1,,0.0,90000.0,,2.0
7.7,6.4,,0.0,90000.0,,2.5
8.0,6.6,,0.0,50000.0,,5.4
6.7,6.0,,0.0,22000.0,,4.4
7.1,7.0,,0.13,30000.0,,2.0
8.1,6.2,,0.18,50000.0,,2.1
7.0,6.2,,0.13,90000.0,,4.1
6.3,5.8,,0.17,160000.0,,4.9
7.2,,,0.14,,241960.0,3.6
7.8,,,0.22,,241960.0,2.9
6.3,7.3,,0.21,30000.0,,2.0
7.0,7.3,,0.22,14000.0,,2.0
6.5,7.3,,0.05,13000.0,,2.0
8.8,7.2,,0.18,900.0,,2.0
7.0,7.0,,0.19,3000.0,,2.0
6.2,6.5,,0.39,50000.0,,2.0
7.2,7.19,45.5,,,,
7.15,7.15,48.9,,,,
5.4,7.08,62.3,,,,
6.88,7.41,39.63,,,,
6.17,7.4,39.0,,,,
,7.82,47.0,,,,
,6.33,51.0,,,,
,6.82,104.5,,,,
,6.64,40.46,,,,
,7.28,34.1,,,,
,7.4,46.9,,,,
,6.8,48.6,,,,
,7.6,41.5,,,,
7.89,7.2,55.0,,,,
,7.35,68.8,,,,
,7.7,49.4,,,,
,,,,,,
2.7,6.65,168.3,,,,
,7.25,67.0,,,,
,7.0,130.2,,,,
,7.3,60.2,,,,
,7.32,70.3,,,,
5.61,7.14,121.3,,,,
,7.32,64.0,,,,
,,,,,,
,7.02,292.0,,,,
3.24,6.74,153.0,,,,
7.44,7.29,60.2,,,,
8.03,6.81,66.0,,,,
7.46,7.07,92.8,,,,
6.91,7.14,182.4,,,,
6.56,7.16,93.7,,,,
5.49,,134.0,,,,
87.7,7.0,66.8,,,,
7.45,8.02,70.0,,,,
8.3,7.34,58.9,,,,
91.2,7.27,,,,,
7.8,7.31,66.3,,,,
5.76,7.15,103.1,,,,
4.5,6.8,,0.0,160000.0,,17.0
3.2,6.7,,0.0,160000.0,,21.0
1.6,6.7,,0.0,160000.0,,30.0
1.3,6.9,,0.0,160000.0,,20.0
3.9,6.9,,0.26,70.0,,9.7
2.1,6.7,,0.14,70.0,,22.0
1.9,7.2,,0.34,23.0,,30.0
2.9,6.7,,0.01,160000.0,,7.1
1.3,,,0.29,,241960.0,72.0
6.2,,,1.3,,24196.0,11.0
2.1,6.7,,0.54,,24196.0,25.0
,,,,,,
1.1,6.7,,1.9,,24196.0,67.0
3.6,6.8,,0.79,,24196.0,27.0
6.7,6.8,,1.15,,24196.0,12.0
8.2,,,4.48,,1266.9,2.0
8.0,,,8.97,,24196.0,2.0
6.0,7.7,,5.8,1700.0,,0.0
6.4,7.4,110.0,0.46,28000.0,350000.0,
6.0,,,5.8,1700.0,,0.3
6.4,,110.0,0.46,28000.0,350000.0,
7.3,7.0,57.1,0.23,24000.0,30000.0,4.0
7.1,6.7,152.9,0.32,24000.0,24000.0,3.0
7.2,7.5,96.0,0.36,1300.0,17000.0,2.0
7.1,6.7,110.0,0.24,220.0,2800.0,5.0
7.1,,110.0,0.24,220.0,2800.0,5.0
7.3,,57.1,0.23,24000.0,30000.0,4.0
7.1,,152.9,0.32,24000.0,24000.0,3.0
7.2,,96.0,0.36,1300.0,17000.0,2.0
6.9,7.4,103.0,0.3,3000.0,11000.0,5.0
7.6,6.9,119.0,0.16,8000.0,50000.0,2.0
6.7,7.1,147.0,0.09,90000.0,160000.0,4.0
7.0,6.9,119.0,0.28,24000.0,30000.0,3.0
6.9,,103.0,0.3,3000.0,11000.0,5.0
7.6,,119.0,0.16,8000.0,50000.0,2.0
6.7,,147.0,0.09,90000.0,160000.0,4.0
7.0,,119.0,0.28,24000.0,30000.0,3.0
6.9,7.0,72.6,0.16,30000.0,30000.0,2.0
8.4,7.5,87.0,0.2,13000.0,50000.0,3.0
8.9,6.8,79.1,0.16,5000.0,8000.0,4.0
6.9,7.2,83.4,0.36,300.0,900.0,2.0
8.9,6.59,79.1,0.16,5000.0,8000.0,4.0
6.9,,83.4,0.36,300.0,900.0,2.0
6.9,,72.6,0.16,30000.0,30000.0,2.0
8.4,7.38,87.0,0.2,13000.0,50000.0,3.0
7.2,6.97,74.0,0.21,11000.0,16000.0,2.0
8.5,7.52,115.4,0.23,5000.0,13000.0,2.0
9.0,7.33,148.7,0.61,5000.0,13000.0,3.0
7.4,7.23,109.4,0.27,2200.0,3500.0,2.0
7.2,7.34,74.0,0.21,11000.0,16000.0,2.0
8.5,7.67,115.4,0.23,5000.0,13000.0,2.0
9.0,7.27,148.7,0.61,5000.0,13000.0,3.0
7.4,7.27,109.4,0.27,2200.0,3500.0,2.0
7.2,6.97,,0.21,11000.0,,2.0
8.5,7.52,,0.23,5000.0,,2.0
9.0,7.33,,0.61,5000.0,,3.0
7.4,7.23,,0.27,2200.0,,2.0
7.5,6.66,69.2,0.24,50000.0,90000.0,2.0
7.0,6.96,73.3,0.26,7000.0,17000.0,2.0
8.3,6.84,116.3,0.41,8000.0,17000.0,2.0
6.7,7.25,137.5,0.49,8000.0,90000.0,4.0
7.5,7.09,69.2,0.24,50000.0,90000.0,2.0
7.0,7.29,73.3,0.26,7000.0,17000.0,2.0
8.3,7.32,116.3,0.41,8000.0,17000.0,2.0
6.7,7.25,137.5,0.49,8000.0,90000.0,4.0
7.5,6.66,,0.24,50000.0,,2.0
7.0,6.96,,0.26,7000.0,,2.0
8.3,6.84,,0.41,8000.0,,2.0
6.7,6.86,,0.49,8000.0,,4.0
6.7,6.86,137.5,0.49,8000.0,90000.0,4.0
7.0,7.1,75.4,0.17,17000.0,160000.0,2.0
7.5,6.4,75.4,0.26,3000.0,,2.0
6.7,6.7,128.0,0.47,11000.0,,2.0
7.2,6.6,,0.1,17000.0,,2.0
7.0,7.1,,0.17,17000.0,,2.0
7.5,6.4,,0.26,3000.0,,2.0
6.7,6.7,,0.47,11000.0,,2.0
6.8,7.2,57.9,0.18,24000.0,24000.0,2.0
7.4,7.3,53.2,0.16,13000.0,35000.0,2.0
7.6,7.2,94.0,0.25,70.0,90.0,2.0
7.0,7.4,91.9,0.26,8000.0,22000.0,3.0
6.8,7.2,,0.18,24000.0,,2.0
7.4,7.3,,0.16,13000.0,,2.0
7.6,7.2,,0.25,70.0,,2.0
7.0,7.4,,0.26,8000.0,,3.0
7.1,7.4,,0.18,30000.0,,2.0
7.8,6.6,,0.22,8000.0,,2.0
7.1,7.0,,0.15,7000.0,,2.0
7.2,7.1,,0.11,5000.0,,2.0
7.0,7.3,,0.04,280.0,,2.0
7.0,7.4,,0.1,24000.0,,2.0
8.4,7.7,,0.14,1700.0,,2.0
6.3,7.3,,0.21,30000.0,,2.0
7.0,7.3,,0.22,14000.0,,2.0
6.3,7.3,,0.05,13000.0,,2.0
8.8,7.2,,0.18,900.0,,2.0
7.0,7.0,,0.19,3000.0,,2.0
6.2,6.5,,0.39,,,2.0
7.6,6.3,,0.12,,,2.0
8.4,7.0,,0.26,,,2.0
6.4,7.1,,0.15,,,2.0
6.2,6.5,,0.39,50000.0,,2.0
7.6,6.3,,0.12,30000.0,,2.0
8.4,7.0,,0.26,8000.0,,2.0
6.4,7.1,,0.15,5000.0,,2.0
6.9,6.6,,0.0,160000.0,,2.0
7.2,6.9,,0.0,50000.0,,2.1
6.0,6.8,,0.0,160000.0,,2.4
7.6,6.6,,0.0,160000.0,,2.0
8.3,6.6,,0.0,11000.0,,2.0
8.0,7.0,,0.0,30000.0,,2.0
8.0,7.0,,0.0,1300.0,,2.0
7.5,6.8,,0.0,160000.0,,2.0
6.9,7.1,,0.0,1400.0,,2.0
7.1,6.7,,0.0,13000.0,,2.0
6.8,6.6,,0.0,90000.0,,3.1
7.2,7.3,,0.0,7000.0,,2.0
7.0,7.3,,0.24,24000.0,,2.0
7.6,6.6,,0.31,7000.0,,2.0
8.0,6.5,,0.39,17000.0,,2.6
6.8,6.5,,0.38,24000.0,,2.0
7.0,,,0.51,,241960.0,2.0
7.5,,,0.82,,24196.0,2.9
7.2,,,0.52,,241960.0,2.0
7.6,,,0.92,,24196.0,2.1
6.5,,,0.67,,241957.0,4.5
6.9,,,0.56,,241960.0,4.0
9.2,7.0,,0.62,,24196.0,2.0
6.5,7.1,,0.7,,24196.0,5.5
7.6,7.6,127.0,0.94,,24196.0,
8.4,7.2,100.0,0.73,,24196.0,
7.2,8.0,,1.59,,24195.7,3.4
8.4,6.9,,1.0,,12033.3,2.8
8.3,7.0,,0.61,,24196.0,2.0
6.6,6.6,,0.55,,851.9,3.6
8.4,7.8,,0.55,90000.0,,13.0
7.4,7.5,139.0,1.58,3000.0,50000.0,
7.4,,139.0,1.58,3000.0,50000.0,
6.4,,,0.55,90000.0,,13.1
7.1,6.9,114.0,0.27,30000.0,90000.0,3.0
7.3,7.4,97.7,0.5,70.0,140.0,9.0
6.0,6.3,,0.85,9999.0,9999.0,4.0
8.1,7.9,106.0,1.4,70.0,350.0,3.0
6.6,6.6,103.0,0.56,170.0,1700.0,5.0
7.3,,97.7,0.5,70.0,140.0,9.0
6.0,,100.0,0.85,160000.0,160000.0,4.0
8.1,,106.0,1.4,70.0,350.0,3.0
6.6,,103.0,0.55,170.0,1700.0,5.0
8.0,8.2,105.0,0.82,9999.0,9999.0,5.0
8.7,7.3,98.3,0.2,28000.0,90000.0,3.0
8.3,7.7,110.0,0.3,90000.0,9999.0,6.0
7.1,,114.0,0.69,17000.0,24000.0,3.0
8.0,,105.0,0.82,160000.0,160000.0,5.0
8.7,,98.3,0.2,28000.0,90000.0,3.0
8.3,,110.0,0.3,90000.0,160000.0,6.0
7.1,,114.0,0.69,17000.0,24000.0,3.0
6.5,7.1,96.0,0.27,30000.0,90000.0,4.0
9.2,8.2,91.5,0.19,50000.0,9999.0,7.0
9.7,7.0,92.7,0.44,5000.0,24000.0,6.0
6.6,7.3,98.9,0.79,220.0,1600.0,4.0
9.2,8.19,91.5,0.19,50000.0,160000.0,7.0
9.7,6.74,92.7,0.44,5000.0,24000.0,6.0
6.6,,98.9,0.79,220.0,1600.0,4.0
6.5,,96.0,0.27,30000.0,90000.0,4.0
7.5,7.44,98.2,0.89,24000.0,90000.0,4.0
7.5,7.21,98.2,0.89,24000.0,90000.0,4.0
7.9,7.47,120.0,1.69,90000.0,9999.0,6.0
6.8,7.25,104.8,0.74,160000.0,160000.0,4.0
7.5,7.44,98.2,0.89,24000.0,90000.0,4.0
9.2,7.76,117.2,0.92,50000.0,160000.0,4.0
7.9,7.33,120.1,1.69,90000.0,160000.0,6.0
6.8,7.26,104.8,0.74,160000.0,160000.0,4.0
7.5,7.21,,0.89,24000.0,,4.0
9.2,8.06,,0.92,50000.0,,4.0
7.9,7.47,,1.69,90000.0,,6.0
6.8,7.25,,0.74,160000.0,,4.0
6.9,6.93,80.2,0.83,24000.0,160000.0,3.0
7.0,7.01,83.2,0.8,90000.0,160000.0,4.0
8.5,7.12,88.6,1.08,90000.0,160000.0,3.0
6.7,6.82,89.5,0.77,90000.0,160000.0,6.0
6.9,7.32,80.2,0.83,24000.0,160000.0,3.0
7.0,7.37,83.2,0.8,90000.0,160000.0,4.0
8.5,7.5,88.6,1.08,90000.0,160000.0,3.0
6.7,7.26,89.5,0.77,90000.0,160000.0,6.0
6.9,6.93,,0.83,24000.0,,3.0
7.0,7.01,,0.8,90000.0,,4.0
8.5,7.12,,1.08,90000.0,,3.0
6.7,6.82,,0.77,90000.0,,6.0
7.3,6.9,43.8,0.11,17000.0,22000.0,2.0
7.4,7.6,92.7,0.74,160000.0,160000.0,3.0
7.5,7.0,99.1,0.74,24000.0,24000.0,4.0
6.1,6.6,96.9,1.13,160000.0,160000.0,6.0
7.3,6.9,,0.11,17000.0,,2.0
7.4,7.6,,0.74,160000.0,,3.0
7.5,7.0,,0.74,24000.0,,4.0
6.1,6.6,,1.13,160000.0,,6.0
6.7,7.5,8.4,0.5,90000.0,160000.0,3.0
7.1,7.5,80.8,0.42,160000.0,160000.0,6.0
6.9,7.0,95.7,0.67,80.0,80.0,7.0
6.5,7.5,110.0,0.72,90000.0,160000.0,7.0
6.7,7.5,,0.5,90000.0,,3.0
7.1,7.5,,0.42,160000.0,,6.0
6.9,7.0,,0.67,80.0,,7.0
6.5,7.5,,0.72,90000.0,,7.0
6.7,7.7,,0.45,160000.0,,5.0
7.4,6.9,,0.76,160000.0,,6.0
7.8,7.0,,0.47,160000.0,,6.0
5.5,7.1,,0.49,90000.0,,6.0
6.5,7.5,,0.26,160000.0,,8.0
6.3,7.4,,0.4,160000.0,,6.0
7.2,7.1,,0.77,160000.0,,9.0
5.6,7.2,,1.09,160000.0,,9.0
7.5,7.0,,0.89,160000.0,,11.0
5.8,7.3,,0.76,160000.0,,7.0
7.5,7.0,,0.89,160000.0,,11.0
6.5,7.2,,0.39,50000.0,,6.0
5.7,6.5,,0.51,,,9.0
6.7,6.4,,0.16,,,5.0
6.5,6.8,,0.46,,,6.0
3.9,7.2,,0.29,,,9.0
5.7,6.5,,0.51,160000.0,,9.0
6.7,6.4,,0.16,160000.0,,5.0
6.5,6.8,,0.46,160000.0,,6.0
3.9,7.2,,0.29,160000.0,,9.0
6.7,6.7,,0.0,160000.0,,3.9
6.9,6.9,,0.0,160000.0,,3.2
7.4,6.9,,0.0,50000.0,,7.6
6.0,6.6,,0.0,2280.0,,5.7
6.8,7.4,,0.27,90000.0,,3.8
6.7,6.8,,0.95,22000.0,,4.0
6.5,6.4,,0.57,160000.0,,7.2
6.2,6.4,,1.2,160000.0,,4.8
6.3,,,1.81,,241960.0,2.0
7.5,,,0.88,,241960.0,6.9
5.1,6.9,,3.7,,24196.0,15.0
8.2,7.2,,4.43,,24196.0,15.0
8.0,6.9,,1.86,,24196.0,4.3
7.2,6.1,,1.13,,24196.0,6.5
6.7,,,1.0,,24196.0,7.2
7.1,,,1.0,,24196.0,3.3
7.1,,,0.62,,241960.0,2.2
6.9,,,1.25,,129965.0,2.8
6.1,,,0.86,,241960.0,2.4
6.9,,,0.63,,241960.0,2.0
6.9,7.7,,2.46,,24196.0,3.5
7.3,6.4,,1.93,,24196.0,2.7
7.3,5.8,,0.55,,24196.0,2.7
8.1,6.6,,0.68,,24196.0,2.0
7.6,,,0.1,,1540.6,2.1
7.8,,,0.22,,12033.3,2.0
4.8,7.7,,0.03,2400000.0,,60.0
1.1,,520.0,0.25,160000.0,160000.0,46.0
1.1,7.4,520.0,0.25,160000.0,160000.0,46.0
4.8,,,0.03,2400000.0,,60.1
1.1,,520.0,0.25,160000.0,160000.0,46.0
4.6,7.8,326.0,5.77,160000.0,160000.0,39.0
3.8,6.0,323.8,1.3,160000.0,160000.0,14.0
1.6,7.5,542.0,0.25,220.0,900.0,63.0
1.4,6.5,502.0,0.12,22000.0,160000.0,92.0
4.6,,326.0,5.77,160000.0,160000.0,39.0
3.8,,323.8,1.3,160000.0,160000.0,14.0
1.6,,542.0,0.25,220.0,900.0,63.0
1.4,,502.0,0.12,22000.0,160000.0,92.0
3.9,7.7,404.0,0.42,160000.0,160000.0,29.0
3.4,7.2,424.0,0.02,5000.0,90000.0,52.0
1.0,6.9,489.0,0.01,160000.0,160000.0,73.0
0.8,6.9,478.0,0.08,160000.0,160000.0,56.0
3.4,,424.0,0.02,5000.0,90000.0,52.0
1.0,,489.0,0.01,160000.0,160000.0,73.0
0.8,,478.0,0.08,160000.0,160000.0,56.0
3.9,,404.0,0.42,160000.0,160000.0,29.0
2.7,6.7,411.4,0.1,24000.0,90000.0,79.0
1.5,8.1,426.2,0.05,17000.0,9000.0,51.0
4.2,7.4,418.0,0.22,1700.0,35000.0,19.0
2.2,7.4,411.4,0.21,160000.0,160000.0,56.0
4.2,,418.0,0.22,1700.0,35000.0,19.0
2.2,7.32,411.4,0.21,160000.0,160000.0,56.0
2.7,6.85,411.4,0.1,24000.0,90000.0,79.0
1.5,,426.2,0.05,1700.0,9000.0,51.0
1.2,7.3,418.0,0.04,160000.0,160000.0,34.0
1.5,7.51,485.8,0.08,160000.0,160000.0,69.0
4.9,7.54,347.9,1.65,160000.0,160000.0,53.0
1.5,7.44,472.0,0.2,160000.0,160000.0,70.0
1.5,7.52,472.0,0.2,160000.0,160000.0,70.0
1.2,7.1,418.0,0.04,160000.0,160000.0,34.0
1.5,7.43,485.8,0.08,160000.0,160000.0,69.0
4.9,7.37,347.9,1.65,160000.0,160000.0,53.0
1.2,7.03,,0.04,160000.0,,34.0
1.5,7.51,,0.08,160000.0,,69.0
4.9,7.54,,1.65,160000.0,,53.0
1.5,7.44,,0.2,160000.0,,70.0
4.0,7.4,376.0,1.33,160000.0,160000.0,37.0
1.5,7.22,453.0,0.13,160000.0,160000.0,69.0
0.8,6.75,510.0,0.03,160000.0,160000.0,110.0
1.0,6.98,471.0,0.04,160000.0,160000.0,63.0
4.0,7.43,376.0,1.33,160000.0,160000.0,37.0
4.0,7.4,376.0,1.33,160000.0,160000.0,37.0
1.5,7.37,453.0,0.13,160000.0,160000.0,69.0
0.8,7.36,510.0,0.03,160000.0,160000.0,110.0
1.0,7.34,471.0,0.04,160000.0,160000.0,63.0
4.0,7.43,,1.33,160000.0,,37.0
1.5,7.22,,0.13,160000.0,,69.0
0.8,6.75,,0.03,160000.0,,110.0
1.0,6.98,,0.04,160000.0,,63.0
6.2,7.7,210.0,0.76,160000.0,160000.0,22.0
3.5,7.7,438.0,0.71,160000.0,160000.0,35.0
0.09,7.3,430.0,0.24,160000.0,160000.0,70.0
1.5,7.0,437.0,0.33,160000.0,160000.0,77.0
6.2,7.7,,0.76,160000.0,,22.0
3.5,7.7,,0.71,160000.0,,35.0
0.9,7.3,,0.24,160000.0,,70.0
1.5,7.0,,0.33,160000.0,,77.0
4.8,7.8,345.0,3.35,50000.0,160000.0,48.0
5.3,7.7,366.0,2.39,160000.0,160000.0,30.0
3.6,7.6,478.0,0.4,160000.0,160000.0,21.0
3.6,7.6,446.0,0.55,57.0,9000.0,25.0
4.8,7.8,,3.35,50000.0,,48.0
5.3,7.7,,2.39,160000.0,,30.0
3.6,7.6,,0.4,160000.0,,21.0
3.6,7.6,,0.55,57.0,,25.0
6.0,7.7,,0.63,160000.0,,12.0
1.1,7.0,,0.51,160000.0,,70.0
1.7,7.0,,0.08,160000.0,,55.0
1.9,7.2,,0.12,160000.0,,35.0
0.8,7.3,445.0,1.2,160000.0,160000.0,86.0
4.2,7.5,335.0,1.0,160000.0,160000.0,22.0
1.1,7.4,566.0,0.04,14000.0,160000.0,27.0
0.7,7.3,508.0,0.08,160000.0,160000.0,77.0
0.8,7.3,,1.2,160000.0,,86.0
4.2,7.5,,1.0,160000.0,,22.0
0.7,7.3,,0.08,160000.0,,77.0
1.1,7.4,,0.04,14000.0,,27.0
3.1,7.6,441.0,0.2,160000.0,160000.0,28.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
3.0,7.0,,0.27,,,22.0
5.4,7.2,,0.34,,,32.0
2.5,7.0,,0.06,,,15.0
1.0,6.9,,0.01,,,32.0
3.0,7.0,,0.27,160000.0,,22.0
5.4,7.2,,0.34,160000.0,,32.0
2.5,7.0,,0.06,160000.0,,15.0
1.0,6.9,,0.01,160000.0,,32.0
5.9,7.1,,0.0,160000.0,,25.0
4.1,7.0,,0.0,160000.0,,29.0
2.4,7.0,,0.0,160000.0,,38.0
4.1,7.1,,0.0,14000.0,,27.0
4.8,7.5,,0.94,3000.0,,21.0
4.0,7.1,,0.82,90000.0,,28.0
1.5,6.8,,0.36,2800.0,,37.0
3.3,7.0,,0.01,160000.0,,2.0
1.0,,,1.94,,241960.0,76.0
7.1,,,2.26,,241960.0,11.0
4.5,6.8,,1.5,,24196.0,11.0
2.1,7.4,,1.42,,24196.0,35.0
4.7,6.8,277.0,3.42,,24196.0,
4.0,7.4,559.0,0.84,,24196.0,
1.7,6.9,,1.37,,24196.0,28.0
2.8,7.6,,4.74,,24196.0,53.0
6.6,7.1,,5.81,,24196.0,9.5
6.6,6.3,,2.44,,24196.0,12.0
2.0,7.5,,0.03,,1600000.0,24.0
4.4,7.4,235.0,0.52,28000.0,350000.0,36.0
2.0,,,0.03,1600000.0,,24.0
4.4,,235.0,0.52,28000.0,350000.0,36.0
7.1,7.4,92.8,0.54,3500.0,160000.0,4.0
5.2,6.2,200.0,0.75,160000.0,160000.0,11.0
6.2,7.6,173.0,0.27,80.0,80.0,28.0
5.1,6.6,246.0,0.26,160000.0,160000.0,28.0
7.1,,92.8,0.54,3500.0,160000.0,4.0
5.2,,200.0,0.75,160000.0,160000.0,11.0
6.2,,173.0,0.27,80.0,80.0,28.0
5.1,,246.0,0.26,160000.0,160000.0,28.0
5.2,7.5,189.0,0.43,160000.0,160000.0,
5.8,7.1,233.0,0.05,1100.0,13000.0,13.0
5.2,6.7,232.0,0.04,160000.0,160000.0,26.0
5.0,6.8,212.0,0.33,160000.0,160000.0,15.0
5.8,,233.0,0.05,1100.0,13000.0,13.0
5.2,,232.0,0.04,160000.0,160000.0,26.0
5.0,,212.0,0.33,160000.0,160000.0,15.0
5.2,,189.0,0.43,160000.0,160000.0,
5.6,7.0,152.1,0.25,160000.0,160000.0,18.0
5.2,7.5,244.0,0.9,160000.0,160000.0,20.0
7.4,6.8,157.0,0.09,160000.0,160000.0,12.0
4.2,7.2,204.9,0.22,50.0,350.0,19.0
5.6,,152.1,0.25,160000.0,160000.0,18.0
5.2,7.48,244.0,0.9,160000.0,160000.0,20.0
7.4,6.79,157.0,0.09,160000.0,160000.0,12.0
4.2,,204.9,0.22,50.0,350.0,19.0
5.2,7.02,168.2,0.16,3500.0,17000.0,15.0
1.5,7.43,467.0,0.04,160000.0,160000.0,73.0
7.7,7.33,183.8,0.75,160000.0,160000.0,9.0
4.5,7.46,245.0,0.45,160000.0,160000.0,23.0
4.5,7.27,245.0,0.45,160000.0,160000.0,23.0
5.2,7.72,168.2,0.16,3500.0,17000.0,15.0
1.5,7.35,467.9,0.04,160000.0,160000.0,73.0
7.7,7.18,183.8,0.75,160000.0,160000.0,9.0
5.2,7.02,,0.16,3500.0,,15.0
1.5,7.43,,0.04,160000.0,,73.0
7.7,7.33,,0.75,160000.0,,9.0
4.5,7.46,,0.45,160000.0,,23.0
6.8,6.78,78.6,0.25,90000.0,160000.0,2.0
4.9,7.18,176.9,0.33,160000.0,160000.0,24.0
3.5,6.77,319.0,0.27,160000.0,160000.0,68.0
4.1,7.09,221.0,0.72,160000.0,160000.0,30.0
4.9,7.39,176.9,0.33,160000.0,160000.0,24.0
3.5,7.35,319.0,0.27,160000.0,160000.0,68.0
4.1,7.33,221.0,0.72,160000.0,160000.0,30.0
6.8,7.11,78.6,0.25,90000.0,160000.0,2.0
6.8,6.78,,0.25,90000.0,,2.0
4.9,7.18,,0.33,160000.0,,24.0
3.5,6.77,,0.27,160000.0,,68.0
4.1,7.09,,0.72,160000.0,,30.0
6.9,6.9,56.3,0.3,160000.0,160000.0,2.0
5.0,8.0,262.0,1.34,160000.0,160000.0,12.0
5.5,7.0,207.0,0.26,160000.0,160000.0,18.0
4.0,6.9,264.0,0.35,160000.0,160000.0,29.0
