17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
5.0,6.8,49.0,,,,
3.0,6.7,58.0,,,,
5.0,6.6,55.0,,,,
5.0,6.8,51.0,,,,
5.0,6.7,55.0,,,,
6.0,6.8,54.0,,,,
6.0,6.9,48.0,,,,
4.0,6.9,54.0,,,,
10.0,7.0,49.0,,,,
8.0,7.1,51.0,,,,
7.0,6.7,56.0,,,,
9.0,6.8,45.0,,,,
8.0,6.5,58.0,,,,
8.0,6.8,54.0,,,,
7.0,7.1,52.0,,,,
3.0,6.8,51.0,,,,
6.2,6.8,66.0,,,,
0.2,7.3,63.0,0.0,,,
5.4,8.1,53.0,0.0,,,
6.6,7.0,56.0,0.0,,,
4.9,6.9,72.0,0.0,,,
6.8,7.1,57.0,,,,
5.0,7.0,60.0,0.0,,,
4.6,7.1,57.0,0.0,,,
3.1,7.0,52.0,0.01,,,
7.0,6.7,59.0,,,,
3.4,7.2,54.0,0.0,,,
6.7,6.7,60.0,,,,
3.2,7.2,69.0,0.04,,,
6.5,6.9,54.0,0.0,,,
4.5,7.0,80.0,0.0,,,
5.5,7.0,60.0,0.0,,,
4.3,7.2,68.0,0.0,,,
4.7,7.0,64.0,0.0,,,
3.4,7.3,50.0,0.0,,,
8.0,6.6,50.0,,,,
7.0,6.7,56.0,,,,
6.4,6.8,54.0,,,,
6.1,6.9,61.0,,,,
6.7,7.1,73.0,0.0,,,
4.0,6.8,25.5,,,,
6.0,6.7,48.0,,,,
6.0,6.9,51.0,,,,
10.0,6.7,53.0,,,,
8.0,6.5,45.0,,,,
5.0,6.8,58.0,,,,
4.0,7.0,55.0,,,,
4.0,6.8,52.0,,,,
3.6,7.0,55.0,0.0,,,
6.4,,54.0,0.01,,,
7.0,7.6,55.0,0.0,,,
3.6,7.4,52.0,0.0,,,
,7.8,53.0,0.0,,,
,6.8,50.0,0.0,,,
2.8,7.0,55.0,0.0,,,
3.0,6.9,50.0,0.0,,,
4.0,6.8,60.0,0.0,,,
5.9,7.4,74.0,0.0,,,
8.0,7.1,53.0,0.0,,,
8.0,7.0,61.0,0.0,,,
3.0,7.0,57.0,0.0,,,
9.0,7.3,55.0,0.0,,,
8.0,7.1,62.0,0.0,,,
6.0,7.3,69.0,0.0,,,
4.0,7.2,56.0,0.0,,,
3.0,7.2,57.0,0.0,,,
6.5,7.2,59.0,0.01,,,
6.5,7.6,52.0,0.01,,,
5.0,7.2,56.0,,,,
,7.6,60.0,0.0,,,
,7.2,70.0,0.0,,,
4.0,6.9,25.0,0.0,,,
3.0,7.0,56.0,0.0,,,
3.0,7.0,50.0,0.0,,,
2.0,6.9,49.0,0.0,,,
7.5,7.4,53.0,0.0,,79.0,
6.5,7.6,51.0,0.0,,,
4.6,7.0,54.0,0.0,,,
,6.2,50.0,0.0,,,
,7.1,56.0,0.0,,,
,7.9,59.0,0.0,,,
,7.0,62.0,0.0,,,
4.5,6.8,53.0,0.0,,,
5.0,7.2,49.0,0.0,,,
,7.5,62.0,0.0,,,
,7.4,50.0,0.0,,,
3.2,5.5,60.0,0.0,,,
,7.2,53.0,0.0,,,
,8.2,61.0,0.0,,,
3.1,6.9,49.0,0.0,,,
,7.3,45.0,0.0,,,
,,,0.0,,,
5.0,6.2,49.0,0.0,,,
3.4,6.1,52.0,0.03,15.0,56.0,
6.0,7.0,51.0,0.0,,,
6.2,8.0,50.0,,,,
,7.5,52.0,0.0,,,
,7.3,66.0,0.0,,,
4.3,6.8,53.0,0.0,,,
4.2,6.8,61.0,0.0,,,
30.0,6.0,67.0,0.0,19.0,200.0,
3.8,7.2,48.0,0.0,9.0,300.0,
6.5,7.4,45.0,0.0,5.0,90.0,
7.2,6.8,58.0,0.2,0.0003,0.043,
4.4,7.4,56.0,0.04,,,
3.2,7.0,48.0,0.0,35.0,1300.0,
4.4,7.4,45.0,0.0,7.0,160.0,
7.2,7.3,50.0,0.0,13.0,150.0,
5.0,7.1,61.0,0.0,19.0,,
7.4,6.4,1487.0,1.06,0.0,,
,,,,,,
4.8,6.6,1457.0,0.12,0.0,,
7.0,6.4,,0.7,,,
6.4,4.5,1404.0,0.1,,,
7.0,7.0,,,,,
6.3,6.9,,0.44,,,
6.8,6.1,,0.7,,,
7.7,7.0,,0.53,,,
6.4,6.6,,0.31,,,
6.7,6.6,,0.2,,,
7.1,7.1,,0.12,,,
6.2,7.3,,0.2,,,
6.2,7.0,,0.13,,,
3.0,7.3,,0.15,,,
6.4,6.6,,0.31,,,
6.5,7.5,,0.6,,,
2.6,6.2,,0.31,,0.0,21.0
5.8,6.7,48.01,0.24,0.002,,0.8
7.2,7.1,43.64,0.25,0.01,,0.1
4.3,5.8,29.54,0.23,0.005,,0.3
5.8,6.7,48.01,0.24,0.002,,0.8
7.2,7.1,43.64,0.25,0.01,,0.1
2.6,6.2,,0.31,,0.0,21.0
4.3,5.8,29.54,0.23,0.005,,0.3
4.5,7.0,44.04,0.1,,,0.8
8.4,6.9,48.0,0.26,0.0,0.07,0.5
4.5,7.0,44.04,0.1,,,0.8
8.4,6.9,48.0,0.26,0.0,0.07,0.5
7.1,6.9,22.15,0.12,350.0,1600.0,0.2
7.1,6.9,22.15,0.12,350.0,1600.0,0.2
6.37,7.5,50.77,0.2,1600.0,2400.0,0.82
6.37,7.5,50.77,0.2,1600.0,2400.0,0.82
6.2,7.2,64.6,0.22,5000.0,5.0,2.0
5.6,7.0,55.1,0.29,8.0,170.0,2.0
6.2,7.37,64.6,0.22,5000.0,5000.0,2.0
5.6,,55.1,0.29,8.0,170.0,4.0
6.9,7.9,82.3,0.16,110.0,1.7,2.0
2.8,6.5,61.3,0.36,170.0,500.0,3.0
6.9,7.2,48.2,0.04,50.0,140.0,2.0
7.2,6.9,50.0,0.06,140.0,1.7,2.0
6.9,6.9,69.1,0.08,500.0,1.3,2.0
6.9,,69.1,0.08,500.0,1300.0,2.0
6.9,,82.3,0.16,110.0,1700.0,2.0
7.2,,50.9,0.06,140.0,1700.0,2.0
2.8,,61.3,0.36,170.0,500.0,3.0
6.9,,48.2,0.04,50.0,140.0,2.0
3.6,6.6,63.6,,1700.0,3.0,2.0
3.9,7.0,64.3,0.14,280.0,2.2,2.0
3.6,,63.6,0.05,1700.0,3000.0,2.0
6.4,6.9,69.7,0.13,50.0,240.0,2.0
4.0,6.6,71.0,0.14,130.0,500.0,2.0
3.9,,64.3,0.14,280.0,2200.0,2.0
3.6,,63.6,0.05,1700.0,3000.0,2.0
6.4,,69.7,0.13,50.0,240.0,2.0
4.0,,71.0,0.14,130.0,500.0,2.0
4.9,6.4,64.5,0.04,1700.0,5000.0,2.0
4.8,6.4,50.0,0.07,17000.0,7000.0,2.0
7.4,7.3,62.4,0.19,50.0,30.0,2.0
6.1,6.9,52.0,0.05,300.0,130.0,4.0
6.1,,52.0,0.06,300.0,900.0,4.0
7.4,7.21,62.4,0.19,50.0,130.0,2.0
4.9,,64.5,0.04,1700.0,5000.0,2.0
4.8,6.21,50.0,0.07,1700.0,7000.0,2.0
3.8,6.56,63.3,0.04,110.0,700.0,2.0
3.6,6.46,66.7,0.18,130.0,900.0,3.0
3.8,7.5,63.3,0.04,110.0,700.0,2.0
7.1,7.12,78.3,0.12,110.0,110.0,2.0
7.6,7.16,,,,,2.0
7.1,7.53,78.3,0.12,110.0,110.0,2.0
7.6,6.92,,0.06,80.0,130.0,2.0
3.6,6.78,66.7,0.18,130.0,900.0,3.0
3.8,7.5,63.3,0.04,110.0,700.0,2.0
3.6,6.46,,0.18,130.0,,3.0
3.8,6.56,,0.04,110.0,,2.0
7.1,7.12,,0.12,110.0,,2.0
7.6,7.16,,0.06,80.0,,2.0
6.2,6.5,72.5,0.14,130.0,500.0,2.0
4.3,6.7,74.0,0.36,500.0,0.1,4.0
4.2,6.49,72.2,0.24,300.0,500.0,2.0
,7.01,67.1,0.16,170.0,800.0,2.0
6.2,7.26,72.5,0.14,130.0,500.0,2.0
4.3,6.99,74.0,0.36,500.0,1100.0,4.0
7.2,7.3,67.1,0.16,170.0,800.0,2.0
4.2,7.58,72.2,0.24,300.0,500.0,2.0
6.2,7.26,72.5,0.14,130.0,500.0,2.0
4.3,6.7,,0.36,500.0,,4.0
4.2,6.49,,0.24,300.0,,2.0
7.2,7.01,,0.16,170.0,,2.0
6.2,6.5,,0.14,130.0,,2.0
3.8,6.5,61.2,0.22,500.0,1.7,2.0
3.6,6.5,66.6,0.39,1.1,1.1,2.0
6.9,7.1,75.3,0.17,50.0,140.0,2.0
4.5,6.5,84.7,0.15,50.0,90.0,2.0
3.8,6.5,,0.22,500.0,,2.0
3.6,6.5,,0.39,1100.0,,2.0
6.9,7.1,,0.17,50.0,,2.0
4.5,6.5,,0.15,50.0,,2.0
4.2,7.2,71.4,0.17,11000.0,17000.0,2.0
5.3,7.0,63.8,0.24,80.0,80.0,2.0
7.3,7.2,61.5,0.19,30.0,60.0,2.0
6.8,7.2,4.8,0.22,5000.0,11000.0,2.0
4.2,7.2,,0.17,11000.0,,2.0
5.3,7.0,,0.24,80.0,,2.0
7.3,7.2,,0.19,30.0,,2.0
6.8,7.2,,0.22,5000.0,,2.0
3.1,6.9,,0.17,110.0,,2.0
4.7,6.3,,0.15,130.0,,2.0
6.3,6.7,,0.27,2.0,,2.0
4.1,7.1,,0.17,0.0,,2.0
2.9,7.0,,0.27,60.0,,2.0
3.4,6.5,,0.08,30.0,,2.0
5.6,6.8,,0.14,200.0,,2.0
4.9,6.7,,0.05,350.0,,2.0
4.5,6.7,,0.01,500.0,,2.0
5.5,6.5,,0.04,110.0,,2.0
6.7,6.7,,0.03,230.0,,2.0
5.6,6.6,,0.05,130.0,,2.0
3.0,5.9,,0.11,,,2.0
3.7,6.8,,0.34,,,2.0
7.4,6.8,,0.09,,,2.0
5.8,6.2,,0.05,,,2.0
3.0,5.9,,0.11,2300.0,,2.0
3.7,6.8,,0.34,1300.0,,2.0
7.4,6.8,,0.09,80.0,,2.0
5.8,6.2,,0.05,30000.0,,2.0
7.1,6.5,,0.0,130.0,,2.0
3.5,6.3,,0.0,2300.0,,2.0
5.8,6.6,,0.0,500.0,,2.0
4.0,7.0,,0.0,300.0,,2.0
7.2,6.9,,0.02,80.0,,2.4
5.9,6.1,,0.11,1700.0,,2.0
7.0,6.1,,0.15,220.0,,2.0
3.8,5.9,,0.12,14000.0,,2.0
4.9,,,0.27,,24196.0,2.0
4.4,,,0.66,,3255.0,2.0
5.3,6.6,,0.47,,5794.3,2.0
6.9,6.8,,0.1,,1483.0,3.6
4.7,6.2,78.7,0.39,,6488.2,
5.5,6.9,105.0,1.04,,24195.7,
6.8,7.0,,0.45,,31.0,2.0
4.0,6.1,,0.61,,3255.4,2.0
7.3,6.9,,0.47,,2755.1,2.0
3.0,6.3,,0.52,,7701.0,2.0
3.24,7.01,52.0,,,,2.0
6.4,,,0.67,,6131.0,2.0
6.9,,,0.33,,6131.0,2.0
6.8,6.9,,0.53,,19862.9,2.0
8.2,7.1,,0.07,,2359.0,2.0
7.7,7.2,97.1,1.45,,24196.0,
7.5,6.6,86.4,0.51,,6866.7,
7.4,6.4,,0.51,,7269.9,2.0
7.5,7.2,,0.46,,86.0,2.0
5.2,6.3,,0.57,,24196.0,2.0
7.6,6.9,,0.42,,12033.3,2.0
6.6,5.2,,0.04,900.0,,2.0
6.6,6.0,,0.09,700.0,,2.0
7.6,5.7,,0.27,50.0,,2.0
7.2,5.9,,0.01,280.0,,2.0
6.2,5.5,,0.01,600.0,,2.0
6.6,5.9,,0.0,230.0,,2.0
7.3,6.0,,0.0,110.0,,2.0
6.7,6.0,,0.0,220.0,,2.0
7.0,7.3,,0.0,0.0,,2.0
6.6,6.0,,0.08,2300.0,,2.0
7.3,5.3,,0.12,30.0,,2.0
6.9,5.3,,0.13,2800.0,,2.0
6.1,6.1,,0.04,500.0,,2.0
6.7,,,0.29,,15531.2,2.2
7.0,,,0.24,,8664.0,2.0
7.6,5.1,,0.07,,12033.0,2.0
7.5,5.8,,0.62,,7269.9,2.0
6.7,5.9,14.0,0.47,,8164.1,
7.6,4.9,8.4,0.16,,1354.0,
7.7,5.2,,0.18,,2613.0,2.0
7.6,5.0,,0.52,,4884.4,2.0
8.1,6.0,,0.22,,4611.0,2.0
7.4,5.8,,0.9,,24196.0,2.0
6.7,6.2,,0.08,90000.0,,2.0
7.4,6.3,,0.15,1300.0,,2.0
8.3,6.6,,0.25,170.0,,2.0
7.5,6.7,,0.13,350.0,,2.0
7.4,6.6,,0.08,5000.0,,2.0
7.6,6.7,,0.0,5000.0,,2.4
8.8,6.8,,0.0,800.0,,2.0
7.6,6.7,,0.0,80.0,,2.0
7.7,7.1,,0.0,1400.0,,2.0
7.2,6.7,,0.3,28000.0,,2.0
8.9,6.0,,0.27,23.0,,2.0
7.8,5.9,,0.43,900.0,,2.0
6.9,5.9,,0.28,5000.0,,2.0
7.9,,,0.51,,9803.9,2.0
7.5,,,0.33,,24196.0,2.0
7.1,6.4,,0.71,,24196.0,2.0
8.2,7.2,,0.1,,3255.0,2.0
7.2,6.6,48.9,0.9,,24196.0,
8.5,6.5,57.1,1.54,,4106.0,
7.3,6.1,,1.05,,19862.9,2.0
7.6,7.0,,0.87,,1046.0,2.0
7.7,6.2,,0.67,,24196.0,2.0
9.8,6.2,,0.66,,24196.0,2.0
,7.9,100.0,,,,
,8.2,15.0,,,,
,7.3,,,,,
,6.3,86.0,,,,
8.8,,100.0,,,,
,7.0,30.0,,,,
,,100.0,,,,
8.0,7.5,71.0,,,,
7.0,7.7,81.8,,,,
7.0,7.6,101.0,,,,
8.7,6.87,78.0,,,,
6.4,7.08,86.3,,,,
5.1,6.97,75.0,,,,
,7.03,76.0,,,,
,6.69,85.0,,,,
7.75,7.12,70.0,,,,
5.89,7.41,68.0,,,,
7.51,7.67,76.0,,,,
,7.58,80.68,,,,
5.13,7.55,79.83,,,,
5.69,7.56,69.0,,,,
7.42,5.58,76.0,,,,
7.26,7.6,88.14,,,,
6.9,7.36,77.0,,,,
7.11,7.41,82.0,,,,
3.43,7.17,88.0,,,,
7.06,7.5,90.0,,,,
5.64,7.53,85.0,,,,
,7.4,94.0,,,,
4.25,7.38,95.0,,,,
4.16,7.44,90.0,,,,
5.6,6.42,34.0,,,,
7.01,7.49,101.0,,,,
4.18,6.32,95.0,,,,
5.32,6.39,98.0,,,,
,7.4,80.5,,,,
5.43,7.58,111.0,,,,
7.29,7.62,115.0,,,,
8.05,7.42,107.4,,,,
7.6,7.56,107.5,,,,
6.18,6.95,76.9,,,,
8.34,7.59,106.6,,,,
7.49,7.91,111.7,,,,
7.28,7.41,77.5,,,,
7.08,7.25,87.9,,,,
6.57,6.99,76.8,,,,
8.94,7.92,29.0,,,,
6.18,7.83,126.4,,,,
6.26,8.71,,,,,
7.15,7.35,100.1,,,,
8.77,7.6,71.4,,,,
85.8,7.6,,,,,
7.2,7.6,93.4,,,,
8.45,7.75,85.5,,,,
7.5,7.8,100.1,,,,
7.2,7.3,46.6,,,,
7.6,7.7,71.0,,,,
7.4,7.3,50.0,,,,
8.2,6.74,68.0,,,,
6.2,7.14,81.0,,,,
2.8,7.35,68.0,,,,
,7.09,70.0,,,,
,6.48,55.0,,,,
6.31,7.75,56.0,,,,
5.54,7.54,59.0,,,,
8.16,7.81,75.0,,,,
,6.98,65.0,,,,
,6.82,59.0,,,,
8.59,7.18,53.0,,,,
6.29,7.5,53.0,,,,
7.11,7.75,65.0,,,,
,7.55,79.95,,,,
6.03,7.28,59.0,,,,
6.33,6.85,58.96,,,,
6.28,7.19,67.0,,,,
7.02,7.29,68.0,,,,
3.49,6.38,72.0,,,,
6.99,7.48,68.0,,,,
5.34,7.14,72.0,,,,
,7.5,65.5,,,,
4.58,7.44,79.0,,,,
4.86,7.4,78.0,,,,
6.26,7.73,84.0,,,,
5.12,7.68,81.0,,,,
5.33,7.59,58.0,,,,
,7.4,68.7,,,,
5.0,7.18,54.0,,,,
7.08,6.95,43.6,,,,
7.28,7.01,85.86,,,,
6.94,7.2,79.7,,,,
6.3,7.29,73.0,,,,
7.45,7.04,38.8,,,,
8.06,7.76,83.0,,,,
7.52,7.91,88.2,,,,
7.91,7.44,54.8,,,,
7.32,7.11,86.4,,,,
6.32,6.72,66.7,,,,
8.77,,83.0,,,,
6.38,7.91,98.6,,,,
7.1,8.43,,,,,
7.57,7.85,,,,,
9.05,8.04,0.0,,,,
7.69,7.77,,,,,
7.69,7.77,,,,,
8.13,7.83,61.3,,,,
6.32,7.38,71.9,,,,
5.9,6.6,,0.01,500.0,,2.0
6.6,6.4,,0.09,8000.0,,2.0
8.1,7.4,,0.15,80.0,,2.0
7.8,7.0,,0.06,80.0,,2.0
6.7,6.2,,0.1,800.0,,2.0
7.2,6.8,,0.0,5000.0,,2.0
7.8,7.0,,0.0,2300.0,,2.0
7.8,7.1,,0.0,206.0,,2.0
6.3,6.9,,0.0,17000.0,,2.4
7.0,7.4,,0.02,90.0,,2.0
7.1,6.6,,0.12,170.0,,2.0
8.1,6.5,,0.08,8000.0,,2.0
7.5,,,0.41,,12033.0,2.0
7.0,,,0.25,,12033.0,2.0
7.4,7.0,,0.3,,4611.0,2.0
7.6,6.6,,0.55,,24196.0,3.6
7.3,7.3,66.6,0.73,,24196.0,
8.1,6.5,71.3,0.83,,9803.9,
7.7,7.4,,0.28,,41.0,2.0
7.0,6.4,,0.94,,12996.5,2.0
7.7,6.8,,0.85,,24196.0,2.0
9.4,7.0,,0.75,,24196.0,2.0
5.9,7.6,77.5,0.21,800.0,3000.0,2.0
6.5,7.5,54.9,0.26,50.0,3000.0,5.0
5.9,7.68,77.5,0.21,800.0,3000.0,2.0
6.5,,54.9,0.26,50.0,3000.0,5.0
3.0,6.9,61.5,0.11,2300.0,5000.0,3.0
6.7,7.2,71.5,0.2,2400.0,2400.0,2.0
7.1,7.1,51.0,0.03,170.0,1600.0,2.0
7.1,7.1,56.4,0.01,50.0,1300.0,5.0
7.1,7.2,63.1,0.11,500.0,2400.0,4.0
6.7,,71.5,0.2,2400.0,2400.0,2.0
7.1,,51.0,0.03,170.0,1600.0,2.0
7.1,,56.4,0.01,50.0,1300.0,5.0
3.0,,61.5,0.11,2300.0,5000.0,3.0
7.1,,63.1,0.11,500.0,2400.0,4.0
6.9,7.6,91.5,0.02,30.0,300.0,2.0
,6.9,32.0,0.13,7000.0,28000.0,2.0
6.9,,91.5,0.02,30.0,300.0,2.0
7.7,7.6,78.5,0.02,50.0,220.0,2.0
6.9,6.9,48.0,0.19,300.0,1300.0,2.0
7.7,,78.5,0.02,50.0,220.0,2.0
5.8,,32.0,0.13,7000.0,28000.0,2.0
6.9,,91.5,0.02,30.0,300.0,2.0
6.9,,48.0,0.19,300.0,1300.0,2.0
7.1,7.0,55.9,0.02,2300.0,11000.0,2.0
8.1,7.5,76.0,0.2,130.0,5000.0,3.0
7.3,7.3,73.6,0.06,30.0,80.0,2.0
7.9,8.0,68.2,0.1,170.0,300.0,3.0
7.1,,55.9,0.02,2300.0,11000.0,2.0
8.1,7.19,76.0,0.2,130.0,5000.0,3.0
7.3,7.77,73.6,0.06,30.0,80.0,2.0
7.9,,68.2,0.1,170.0,300.0,3.0
7.6,7.57,78.1,0.04,30.0,110.0,2.0
6.8,7.34,73.0,0.1,700.0,5000.0,2.0
7.6,8.06,78.1,0.04,30.0,110.0,2.0
8.2,7.53,83.5,0.03,50.0,70.0,2.0
7.1,7.43,,0.02,500.0,3000.0,2.0
6.8,7.67,73.0,0.1,700.0,5000.0,2.0
7.6,8.06,78.1,0.04,30.0,110.0,2.0
8.2,7.82,83.5,0.03,50.0,70.0,2.0
7.1,7.25,,0.02,500.0,3000.0,2.0
6.8,7.34,,0.1,700.0,,2.0
7.6,7.57,,0.04,30.0,,2.0
8.2,7.53,,0.03,50.0,,2.0
7.1,7.43,,0.02,500.0,,2.0
7.1,6.81,38.9,0.15,5000.0,17000.0,3.0
7.5,7.72,81.0,0.07,50.0,220.0,2.0
7.7,7.46,65.1,0.02,30.0,70.0,2.0
8.2,7.01,77.6,0.04,8.0,13.0,2.0
7.1,7.11,38.9,0.15,5000.0,17000.0,3.0
7.5,8.1,81.0,0.07,50.0,220.0,2.0
7.7,7.56,65.1,0.02,30.0,70.0,2.0
8.2,7.4,77.6,0.04,8.0,13.0,2.0
7.1,6.81,,0.15,5000.0,,3.0
7.5,7.72,,0.07,50.0,,2.0
7.7,7.46,,0.02,30.0,,2.0
8.2,7.01,,0.04,8.0,,2.0
6.2,6.8,62.7,0.19,3000.0,13000.0,2.0
7.3,6.6,69.2,0.18,3000.0,13000.0,2.0
7.5,7.4,66.2,0.04,2.0,2.0,2.0
6.3,6.8,82.9,0.1,50.0,70.0,2.0
6.2,6.8,,0.19,3000.0,,2.0
7.3,6.6,,0.18,3000.0,,2.0
7.5,7.4,,0.04,2.0,,2.0
6.3,6.8,,0.1,50.0,,2.0
6.4,7.2,41.5,0.17,9999.0,9999.0,2.0
7.9,7.8,76.3,0.13,220.0,3000.0,2.0
8.0,7.6,89.4,0.02,30.0,50.0,2.0
8.1,7.8,75.1,0.02,50.0,70.0,2.0
6.4,7.2,,0.17,22000.0,,2.0
7.9,7.8,,0.13,220.0,,2.0
8.0,7.6,,0.02,30.0,,2.0
8.1,7.8,,0.02,50.0,,2.0
6.8,7.7,,0.14,800.0,,2.0
8.1,7.2,,0.11,70.0,,2.0
7.4,7.2,,0.06,2.0,,2.0
7.6,6.5,,0.16,0.0,,4.0
7.0,7.3,,0.11,170.0,,2.0
7.7,7.3,,0.06,2.0,,2.0
7.6,7.3,,0.03,2.0,,2.0
6.5,7.2,,0.05,8000.0,,2.0
7.0,7.5,,0.01,1300.0,,2.0
7.0,7.3,,0.03,110.0,,2.0
7.6,7.9,,0.01,140.0,,2.0
6.6,7.0,,0.01,170.0,,2.0
7.1,6.6,,0.08,,,2.0
8.1,7.6,,0.19,,,2.0
7.9,7.3,,0.01,,,2.0
6.7,6.2,,0.11,,,3.0
7.1,6.6,,0.08,2300.0,,2.0
8.1,7.6,,0.19,140.0,,2.0
7.9,7.3,,0.01,2.0,,2.0
6.7,6.2,,0.11,17000.0,,3.0
7.4,6.9,,0.0,5000.0,,2.0
7.7,7.2,,0.0,5000.0,,2.0
7.8,7.2,,0.0,280.0,,2.0
7.1,7.2,,0.0,24000.0,,2.9
7.1,7.7,,0.05,140.0,,2.0
7.4,6.7,,0.08,1300.0,,2.0
7.7,6.7,,0.04,1300.0,,2.0
7.1,5.8,,0.16,160000.0,,2.0
7.2,,,0.28,,17329.0,2.0
7.8,,,0.37,,5794.0,2.0
7.8,6.7,,0.65,,24196.0,2.0
7.7,7.3,,0.02,,3076.0,2.0
8.1,6.8,86.6,0.71,,8164.1,
7.5,7.5,63.6,1.43,,24195.7,
7.4,6.7,,0.86,,12033.3,2.0
8.1,7.3,,0.26,,41.0,2.0
9.6,7.4,,0.63,,17328.9,2.0
7.9,6.7,,0.94,,24196.0,2.0
,7.9,150.0,,,,
,6.5,,,,,
9.4,,48.0,,,,
,6.6,52.0,,,,
2.5,6.3,52.0,,,,
8.3,6.7,68.0,,,,
6.2,6.2,55.0,,,,
7.6,7.1,56.0,,,,
8.0,6.4,62.0,,,,
7.1,6.5,50.0,,,,
5.3,6.6,81.0,,,,
7.4,5.9,44.0,0.5,,0.0,
7.5,7.7,60.01,0.2,,,2.4
7.6,7.2,21.9,0.14,920.0,0.0,0.2
7.84,8.0,53.95,0.18,94.0,2400.0,1.09
7.05,7.8,48.0,2.12,210.0,5400.0,1.82
8.62,8.8,64.31,0.73,340.0,790.0,1.3
7.88,7.4,72.46,0.12,20.0,75.0,2.73
8.08,7.7,59.52,0.12,240.0,460.0,1.03
7.62,8.1,90.58,0.12,360.0,2300.0,5.21
7.07,7.6,64.64,0.13,1100.0,1100.0,1.96
7.0,6.7,56.9,0.12,33.0,170.0,2.83
6.7,8.01,54.0,0.15,400.0,3000.0,2.43
8.0,7.78,60.1,0.15,900.0,9000.0,1.86
5.9,7.4,60.8,,,,
7.8,6.82,64.8,,,,
7.8,7.56,58.3,,,,
8.1,7.34,72.4,,,,
7.0,6.7,52.0,,,,
6.8,7.2,26.1,,,,
6.8,6.8,62.7,,,,
7.0,6.14,50.25,,,,
6.2,7.42,53.0,,,,
8.4,6.7,60.4,,,,
6.8,7.4,50.77,,,,
7.6,6.03,46.86,,,,
7.8,7.2,57.41,,,,
7.6,7.2,54.35,,,,
7.8,6.6,60.69,,,,
6.8,6.9,51.63,,,,
6.4,7.4,64.31,,,,
7.8,7.3,59.78,,,,
5.05,5.83,55.25,,,,
5.6,6.56,57.97,,,,
6.8,7.2,48.91,,,,
5.73,6.51,59.15,,,,
6.0,6.98,48.6,,,,
5.47,6.95,64.0,,,,
5.21,6.96,65.7,,,,
5.73,6.76,263.0,,,,
7.1,6.16,62.5,,,,
6.83,7.43,53.0,,,,
6.55,7.2,65.0,,,,
4.4,6.95,44.0,,,,
5.44,7.58,63.0,,,,
5.37,7.07,54.0,,,,
5.44,6.22,52.0,,,,
,6.5,56.0,,,,
5.18,6.75,54.3,,,,
5.43,6.67,57.1,,,,
4.37,7.15,56.0,,,,
5.36,7.14,74.03,,,,
5.28,7.38,59.93,,,,
,7.15,50.36,,,,
,6.95,55.48,,,,
,6.89,47.42,,,,
4.58,6.88,45.0,,,,
,6.99,56.8,,,,
,5.6,49.0,,,,
,6.7,50.7,,,,
,7.2,47.9,,,,
7.38,6.08,52.0,,,,
,7.82,53.3,,,,
,6.7,63.0,,,,
,7.5,61.7,,,,
4.33,7.56,67.0,,,,
6.52,7.07,70.0,,,,
7.13,7.54,102.0,,,,
6.4,6.95,77.0,,,,
6.56,7.0,73.2,,,,
6.22,7.0,184.0,,,,
7.18,7.15,74.0,,,,
6.05,7.05,86.0,,,,
6.8,7.62,76.8,,,,
6.05,7.37,65.0,,,,
6.4,7.39,85.2,,,,
7.38,7.57,89.2,,,,
6.77,7.43,76.4,,,,
6.9,7.01,45.0,,,,
7.86,7.44,79.7,,,,
6.82,6.98,84.0,,,,
6.46,7.58,75.3,,,,
6.75,7.36,77.6,,,,
7.55,7.38,81.5,,,,
7.03,7.5,79.8,,,,
6.49,7.37,66.3,,,,
6.82,7.65,74.3,,,,
7.08,7.87,87.8,,,,
7.31,7.24,58.2,,,,
6.48,7.48,58.6,,,,
70.6,8.19,,,,,
73.0,7.92,,,,,
6.84,7.19,70.3,,,,
6.83,7.3,,,,,
7.99,7.59,,,,,
6.9,7.91,,,,,
8.3,7.1,56.0,,,,
3.6,7.3,42.0,0.09,3.5,,
7.1,6.8,47.0,0.1,0.0,,
7.4,7.2,45.0,0.62,0.0,,
7.5,6.8,42.0,0.7,,0.0,
7.8,6.0,51.7,0.44,,0.0,
7.8,6.6,51.76,0.22,,0.0,
6.0,7.3,48.01,0.9,,0.0,
6.5,7.2,39.86,0.22,0.02,260.0,
7.5,7.2,50.8,0.13,,0.0,2.2
7.1,7.6,46.7,0.2,0.88,0.0,1.1
6.8,7.1,52.5,0.17,,0.0,1.9
5.3,6.9,38.4,0.2,0.023,0.0,3.9
6.8,7.6,47.1,0.12,6.4,,3.2
7.6,6.8,52.04,0.2,,,0.1
7.5,7.4,48.0,0.2,,,3.1
8.5,7.0,58.78,0.18,0.0,2.8,5.8
7.05,7.8,48.0,2.12,210.0,5400.0,1.82
7.1,7.7,58.6,0.11,1300.0,24000.0,2.0
7.2,,54.8,0.26,5000.0,8000.0,2.0
7.1,7.7,58.6,0.11,1300.0,24000.0,2.0
7.2,,54.8,0.26,5000.0,8000.0,2.0
